# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-06-10 12:45:34 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 294643095035200 Lynchburg Res nr CWA Canal Inflow nr Baytown, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 294643095035200
#            TS   parameter     Description
#        163507       00010     Temperature, water, degrees Celsius
#        163508       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        163509       00400     pH, water, unfiltered, field, standard units
#        163510       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#        163511       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	163507_00010	163507_00010_cd	163508_00095	163508_00095_cd	163509_00400	163509_00400_cd	163510_63680	163510_63680_cd	163511_00300	163511_00300_cd
USGS	294643095035200	2018-03-31 23:30	CDT	20.9	A	319	A	7.8	A	77.3	A	8.2	A
USGS	294643095035200	2018-03-31 23:45	CDT	20.9	A	319	A	7.8	A	72.2	A	8.2	A
USGS	294643095035200	2018-04-01 00:00	CDT	20.9	A	319	A	7.8	A	77.7	A	8.2	A
USGS	294643095035200	2018-04-01 00:15	CDT	20.9	A	319	A	7.8	A	78.7	A	8.1	A
USGS	294643095035200	2018-04-01 00:30	CDT	20.9	A	319	A	7.8	A	76.6	A	8.1	A
USGS	294643095035200	2018-04-01 00:45	CDT	20.9	A	319	A	7.8	A	89.2	A	8.1	A
USGS	294643095035200	2018-04-01 01:00	CDT	20.9	A	319	A	7.8	A	68.2	A	8.1	A
USGS	294643095035200	2018-04-01 01:15	CDT	20.8	A	319	A	7.8	A	70.7	A	8.1	A
USGS	294643095035200	2018-04-01 01:30	CDT	20.8	A	318	A	7.8	A	72.4	A	8.1	A
USGS	294643095035200	2018-04-01 01:45	CDT	20.8	A	317	A	7.8	A	75.7	A	8.1	A
USGS	294643095035200	2018-04-01 02:00	CDT	20.8	A	318	A	7.8	A	69.5	A	8.1	A
USGS	294643095035200	2018-04-01 02:15	CDT	20.8	A	317	A	7.8	A	74.5	A	8.1	A
USGS	294643095035200	2018-04-01 02:30	CDT	20.8	A	318	A	7.8	A	72.6	A	8.1	A
USGS	294643095035200	2018-04-01 02:45	CDT	20.8	A	317	A	7.8	A	78.8	A	8.1	A
USGS	294643095035200	2018-04-01 03:00	CDT	20.8	A	318	A	7.8	A	71.9	A	8.1	A
USGS	294643095035200	2018-04-01 03:15	CDT	20.8	A	318	A	7.8	A	72.7	A	8.1	A
USGS	294643095035200	2018-04-01 03:30	CDT	20.8	A	318	A	7.8	A	73.2	A	8.1	A
USGS	294643095035200	2018-04-01 03:45	CDT	20.7	A	317	A	7.8	A	72.3	A	8.1	A
USGS	294643095035200	2018-04-01 04:00	CDT	20.7	A	318	A	7.8	A	71.0	A	8.1	A
USGS	294643095035200	2018-04-01 04:15	CDT	20.7	A	318	A	7.8	A	72.1	A	8.1	A
USGS	294643095035200	2018-04-01 04:30	CDT	20.7	A	317	A	7.8	A	75.1	A	8.1	A
USGS	294643095035200	2018-04-01 04:45	CDT	20.7	A	317	A	7.8	A	71.2	A	8.1	A
USGS	294643095035200	2018-04-01 05:00	CDT	20.7	A	317	A	7.8	A	72.5	A	8.1	A
USGS	294643095035200	2018-04-01 05:15	CDT	20.7	A	316	A	7.8	A	71.5	A	8.1	A
USGS	294643095035200	2018-04-01 05:30	CDT	20.7	A	316	A	7.8	A	74.0	A	8.1	A
USGS	294643095035200	2018-04-01 05:45	CDT	20.7	A	317	A	7.8	A	77.5	A	8.1	A
USGS	294643095035200	2018-04-01 06:00	CDT	20.7	A	317	A	7.8	A	77.8	A	8.0	A
USGS	294643095035200	2018-04-01 06:15	CDT	20.7	A	317	A	7.7	A	75.4	A	8.0	A
USGS	294643095035200	2018-04-01 06:30	CDT	20.7	A	317	A	7.8	A	76.1	A	8.0	A
USGS	294643095035200	2018-04-01 06:45	CDT	20.7	A	317	A	7.8	A	73.2	A	8.0	A
USGS	294643095035200	2018-04-01 07:00	CDT	20.7	A	316	A	7.7	A	77.5	A	8.0	A
USGS	294643095035200	2018-04-01 07:15	CDT	20.6	A	316	A	7.7	A	71.7	A	8.0	A
USGS	294643095035200	2018-04-01 07:30	CDT	20.6	A	316	A	7.7	A	70.4	A	8.0	A
USGS	294643095035200	2018-04-01 07:45	CDT	20.6	A	317	A	7.7	A	71.7	A	8.0	A
USGS	294643095035200	2018-04-01 08:00	CDT	20.6	A	317	A	7.8	A	80.0	A	8.0	A
USGS	294643095035200	2018-04-01 08:15	CDT	20.6	A	316	A	7.7	A	71.6	A	8.0	A
USGS	294643095035200	2018-04-01 08:30	CDT	20.6	A	316	A	7.7	A	80.1	A	8.0	A
USGS	294643095035200	2018-04-01 08:45	CDT	20.6	A	316	A	7.7	A	69.9	A	8.0	A
USGS	294643095035200	2018-04-01 09:00	CDT	20.6	A	317	A	7.7	A	75.5	A	8.0	A
USGS	294643095035200	2018-04-01 09:15	CDT	20.6	A	317	A	7.7	A	69.7	A	8.0	A
USGS	294643095035200	2018-04-01 09:30	CDT	20.6	A	317	A	7.7	A	72.2	A	8.0	A
USGS	294643095035200	2018-04-01 09:45	CDT	20.6	A	318	A	7.7	A	73.3	A	8.0	A
USGS	294643095035200	2018-04-01 10:00	CDT	20.6	A	316	A	7.7	A	72.1	A	8.0	A
USGS	294643095035200	2018-04-01 10:15	CDT	20.6	A	317	A	7.7	A	73.3	A	8.0	A
USGS	294643095035200	2018-04-01 10:30	CDT	20.6	A	317	A	7.7	A	67.2	A	8.0	A
USGS	294643095035200	2018-04-01 10:45	CDT	20.6	A	317	A	7.7	A	69.2	A	8.0	A
USGS	294643095035200	2018-04-01 11:00	CDT	20.6	A	317	A	7.7	A	69.2	A	8.0	A
USGS	294643095035200	2018-04-01 11:15	CDT	20.6	A	317	A	7.7	A	72.0	A	8.0	A
USGS	294643095035200	2018-04-01 11:30	CDT	20.7	A	317	A	7.7	A	72.6	A	8.0	A
USGS	294643095035200	2018-04-01 11:45	CDT	20.7	A	322	A	7.8	A	63.1	A	8.0	A
USGS	294643095035200	2018-04-01 12:00	CDT	20.7	A	318	A	7.7	A	68.2	A	8.0	A
USGS	294643095035200	2018-04-01 12:15	CDT	20.7	A	318	A	7.7	A	74.0	A	8.0	A
USGS	294643095035200	2018-04-01 12:30	CDT	20.7	A	317	A	7.7	A	67.8	A	8.0	A
USGS	294643095035200	2018-04-01 12:45	CDT	20.8	A	318	A	7.7	A	67.5	A	8.1	A
USGS	294643095035200	2018-04-01 13:00	CDT	20.8	A	318	A	7.7	A	71.8	A	8.1	A
USGS	294643095035200	2018-04-01 13:15	CDT	20.8	A	318	A	7.7	A	63.0	A	8.0	A
USGS	294643095035200	2018-04-01 13:30	CDT	20.8	A	318	A	7.7	A	68.8	A	8.1	A
USGS	294643095035200	2018-04-01 13:45	CDT	20.8	A	318	A	7.7	A	71.6	A	8.0	A
USGS	294643095035200	2018-04-01 14:00	CDT	20.9	A	318	A	7.7	A	68.8	A	8.1	A
USGS	294643095035200	2018-04-01 14:15	CDT	20.8	A	318	A	7.7	A	70.5	A	8.0	A
USGS	294643095035200	2018-04-01 14:30	CDT	21.0	A	319	A	7.7	A	61.8	A	8.1	A
USGS	294643095035200	2018-04-01 14:45	CDT	21.0	A	320	A	7.8	A	66.1	A	8.0	A
USGS	294643095035200	2018-04-01 15:00	CDT	21.0	A	318	A	7.7	A	66.2	A	8.0	A
USGS	294643095035200	2018-04-01 15:15	CDT	21.0	A	318	A	7.7	A	76.6	A	8.0	A
USGS	294643095035200	2018-04-01 15:30	CDT	21.0	A	317	A	7.7	A	65.3	A	8.0	A
USGS	294643095035200	2018-04-01 15:45	CDT	21.0	A	317	A	7.7	A	71.5	A	8.0	A
USGS	294643095035200	2018-04-01 16:00	CDT	21.1	A	317	A	7.7	A	59.9	A	8.0	A
USGS	294643095035200	2018-04-01 16:15	CDT	21.1	A	317	A	7.7	A	66.5	A	8.0	A
USGS	294643095035200	2018-04-01 16:30	CDT	21.1	A	317	A	7.7	A	69.5	A	8.1	A
USGS	294643095035200	2018-04-01 16:45	CDT	21.2	A	317	A	7.7	A	67.8	A	8.0	A
USGS	294643095035200	2018-04-01 17:00	CDT	21.1	A	316	A	7.7	A	66.2	A	8.0	A
USGS	294643095035200	2018-04-01 17:15	CDT	21.2	A	317	A	7.7	A	64.9	A	8.0	A
USGS	294643095035200	2018-04-01 17:30	CDT	21.1	A	316	A	7.7	A	64.3	A	8.0	A
USGS	294643095035200	2018-04-01 17:45	CDT	21.2	A	316	A	7.7	A	64.6	A	8.0	A
USGS	294643095035200	2018-04-01 18:00	CDT	21.2	A	316	A	7.7	A	65.1	A	8.0	A
USGS	294643095035200	2018-04-01 18:15	CDT	21.2	A	317	A	7.7	A	61.7	A	8.0	A
USGS	294643095035200	2018-04-01 18:30	CDT	21.2	A	316	A	7.7	A	64.7	A	8.0	A
USGS	294643095035200	2018-04-01 18:45	CDT	21.2	A	317	A	7.7	A	65.9	A	8.0	A
USGS	294643095035200	2018-04-01 19:00	CDT	21.2	A	316	A	7.7	A	64.3	A	8.0	A
USGS	294643095035200	2018-04-01 19:15	CDT	21.3	A	316	A	7.7	A	63.7	A	8.0	A
USGS	294643095035200	2018-04-01 19:30	CDT	21.3	A	316	A	7.7	A	65.7	A	8.0	A
USGS	294643095035200	2018-04-01 19:45	CDT	21.3	A	316	A	7.7	A	65.4	A	8.0	A
USGS	294643095035200	2018-04-01 20:00	CDT	21.2	A	316	A	7.7	A	68.8	A	8.0	A
USGS	294643095035200	2018-04-01 20:15	CDT	21.2	A	316	A	7.7	A	66.4	A	8.0	A
USGS	294643095035200	2018-04-01 20:30	CDT	21.2	A	316	A	7.7	A	65.7	A	8.0	A
USGS	294643095035200	2018-04-01 20:45	CDT	21.2	A	316	A	7.7	A	64.7	A	8.0	A
USGS	294643095035200	2018-04-01 21:00	CDT	21.2	A	316	A	7.7	A	70.4	A	8.0	A
USGS	294643095035200	2018-04-01 21:15	CDT	21.2	A	316	A	7.7	A	68.6	A	8.0	A
USGS	294643095035200	2018-04-01 21:30	CDT	21.2	A	316	A	7.7	A	66.5	A	8.0	A
USGS	294643095035200	2018-04-01 21:45	CDT	21.2	A	316	A	7.7	A	69.8	A	8.0	A
USGS	294643095035200	2018-04-01 22:00	CDT	21.2	A	316	A	7.7	A	64.6	A	8.0	A
USGS	294643095035200	2018-04-01 22:15	CDT	21.2	A	316	A	7.7	A	64.8	A	8.0	A
USGS	294643095035200	2018-04-01 22:30	CDT	21.2	A	316	A	7.7	A	62.4	A	8.0	A
USGS	294643095035200	2018-04-01 22:45	CDT	21.2	A	316	A	7.7	A	66.4	A	8.0	A
USGS	294643095035200	2018-04-01 23:00	CDT	21.2	A	316	A	7.7	A	64.4	A	8.0	A
USGS	294643095035200	2018-04-01 23:15	CDT	21.2	A	316	A	7.7	A	65.5	A	8.0	A
USGS	294643095035200	2018-04-01 23:30	CDT	21.2	A	316	A	7.7	A	64.3	A	8.0	A
USGS	294643095035200	2018-04-01 23:45	CDT	21.1	A	316	A	7.7	A	57.7	A	7.9	A
USGS	294643095035200	2018-04-02 00:00	CDT	21.1	A	316	A	7.7	A	64.9	A	7.9	A
USGS	294643095035200	2018-04-02 00:15	CDT	21.1	A	315	A	7.7	A	60.3	A	7.9	A
USGS	294643095035200	2018-04-02 00:30	CDT	21.1	A	316	A	7.7	A	63.9	A	7.9	A
USGS	294643095035200	2018-04-02 00:45	CDT	21.1	A	316	A	7.7	A	64.7	A	7.9	A
USGS	294643095035200	2018-04-02 01:00	CDT	21.1	A	316	A	7.7	A	62.7	A	7.9	A
USGS	294643095035200	2018-04-02 01:15	CDT	21.1	A	316	A	7.7	A	63.1	A	7.9	A
USGS	294643095035200	2018-04-02 01:30	CDT	21.1	A	316	A	7.7	A	63.2	A	7.9	A
USGS	294643095035200	2018-04-02 01:45	CDT	21.1	A	315	A	7.7	A	64.6	A	7.9	A
USGS	294643095035200	2018-04-02 02:00	CDT	21.1	A	315	A	7.7	A	62.6	A	7.9	A
USGS	294643095035200	2018-04-02 02:15	CDT	21.1	A	316	A	7.7	A	62.8	A	7.9	A
USGS	294643095035200	2018-04-02 02:30	CDT	21.1	A	316	A	7.7	A	63.9	A	7.9	A
USGS	294643095035200	2018-04-02 02:45	CDT	21.1	A	316	A	7.7	A	70.5	A	7.9	A
USGS	294643095035200	2018-04-02 03:00	CDT	21.1	A	316	A	7.7	A	62.0	A	7.9	A
USGS	294643095035200	2018-04-02 03:15	CDT	21.1	A	316	A	7.7	A	62.4	A	7.9	A
USGS	294643095035200	2018-04-02 03:30	CDT	21.1	A	316	A	7.7	A	61.9	A	7.9	A
USGS	294643095035200	2018-04-02 03:45	CDT	21.1	A	316	A	7.7	A	62.8	A	7.9	A
USGS	294643095035200	2018-04-02 04:00	CDT	21.1	A	316	A	7.7	A	62.8	A	7.8	A
USGS	294643095035200	2018-04-02 04:15	CDT	21.1	A	316	A	7.7	A	61.8	A	7.9	A
USGS	294643095035200	2018-04-02 04:30	CDT	21.1	A	316	A	7.7	A	62.8	A	7.8	A
USGS	294643095035200	2018-04-02 04:45	CDT	21.1	A	316	A	7.7	A	63.2	A	7.8	A
USGS	294643095035200	2018-04-02 05:00	CDT	21.1	A	316	A	7.7	A	63.5	A	7.8	A
USGS	294643095035200	2018-04-02 05:15	CDT	21.1	A	316	A	7.7	A	63.2	A	7.8	A
USGS	294643095035200	2018-04-02 05:30	CDT	21.1	A	316	A	7.7	A	63.0	A	7.8	A
USGS	294643095035200	2018-04-02 05:45	CDT	21.1	A	316	A	7.7	A	64.7	A	7.8	A
USGS	294643095035200	2018-04-02 06:00	CDT	21.1	A	316	A	7.7	A	62.3	A	7.8	A
USGS	294643095035200	2018-04-02 06:15	CDT	21.1	A	316	A	7.7	A	61.9	A	7.8	A
USGS	294643095035200	2018-04-02 06:30	CDT	21.1	A	316	A	7.7	A	66.3	A	7.8	A
USGS	294643095035200	2018-04-02 06:45	CDT	21.1	A	316	A	7.7	A	62.1	A	7.8	A
USGS	294643095035200	2018-04-02 07:00	CDT	21.1	A	316	A	7.7	A	63.1	A	7.8	A
USGS	294643095035200	2018-04-02 07:15	CDT	21.1	A	316	A	7.7	A	67.8	A	7.8	A
USGS	294643095035200	2018-04-02 07:30	CDT	21.1	A	316	A	7.7	A	63.5	A	7.8	A
USGS	294643095035200	2018-04-02 07:45	CDT	21.1	A	316	A	7.7	A	63.7	A	7.8	A
USGS	294643095035200	2018-04-02 08:00	CDT	21.1	A	316	A	7.7	A	64.2	A	7.8	A
USGS	294643095035200	2018-04-02 08:15	CDT	21.1	A	316	A	7.7	A	62.0	A	7.8	A
USGS	294643095035200	2018-04-02 08:30	CDT	21.1	A	316	A	7.7	A	62.6	A	7.8	A
USGS	294643095035200	2018-04-02 08:45	CDT	21.1	A	316	A	7.7	A	63.3	A	7.8	A
USGS	294643095035200	2018-04-02 09:00	CDT	21.1	A	316	A	7.7	A	56.9	A	7.8	A
USGS	294643095035200	2018-04-02 09:15	CDT	21.1	A	316	A	7.7	A	62.3	A	7.8	A
USGS	294643095035200	2018-04-02 09:30	CDT	21.1	A	316	A	7.7	A	62.1	A	7.8	A
USGS	294643095035200	2018-04-02 09:45	CDT	21.1	A	316	A	7.7	A	62.7	A	7.8	A
USGS	294643095035200	2018-04-02 10:00	CDT	21.2	A	316	A	7.7	A	62.6	A	7.8	A
USGS	294643095035200	2018-04-02 10:15	CDT	21.2	A	316	A	7.7	A	60.2	A	7.8	A
USGS	294643095035200	2018-04-02 10:30	CDT	21.2	A	316	A	7.7	A	62.4	A	7.8	A
USGS	294643095035200	2018-04-02 10:45	CDT	21.2	A	316	A	7.7	A	61.4	A	7.8	A
USGS	294643095035200	2018-04-02 11:00	CDT	21.2	A	316	A	7.7	A	61.2	A	7.8	A
USGS	294643095035200	2018-04-02 11:15	CDT	21.2	A	316	A	7.7	A	61.1	A	7.8	A
USGS	294643095035200	2018-04-02 11:30	CDT	21.2	A	316	A	7.7	A	62.8	A	7.8	A
USGS	294643095035200	2018-04-02 11:45	CDT	21.2	A	316	A	7.7	A	57.7	A	7.8	A
USGS	294643095035200	2018-04-02 12:00	CDT	21.1	A	316	A	7.7	A	61.8	A	7.8	A
USGS	294643095035200	2018-04-02 12:15	CDT	21.2	A	316	A	7.7	A	60.3	A	7.8	A
USGS	294643095035200	2018-04-02 12:30	CDT	21.3	A	316	A	7.7	A	60.5	A	7.8	A
USGS	294643095035200	2018-04-02 12:45	CDT	21.2	A	316	A	7.7	A	63.0	A	7.8	A
USGS	294643095035200	2018-04-02 13:00	CDT	21.5	A	316	A	7.7	A	59.9	A	7.8	A
USGS	294643095035200	2018-04-02 13:15	CDT	21.3	A	316	A	7.7	A	62.5	A	7.8	A
USGS	294643095035200	2018-04-02 13:30	CDT	21.4	A	316	A	7.7	A	63.9	A	7.8	A
USGS	294643095035200	2018-04-02 13:45	CDT	21.4	A	316	A	7.7	A	66.6	A	7.8	A
USGS	294643095035200	2018-04-02 14:00	CDT	21.4	A	317	A	7.7	A	61.7	A	7.8	A
USGS	294643095035200	2018-04-02 14:15	CDT	21.4	A	316	A	7.7	A	62.9	A	7.8	A
USGS	294643095035200	2018-04-02 14:30	CDT	21.4	A	316	A	7.7	A	56.5	A	7.8	A
USGS	294643095035200	2018-04-02 14:45	CDT	21.5	A	317	A	7.7	A	75.0	A	7.8	A
USGS	294643095035200	2018-04-02 15:00	CDT	21.5	A	316	A	7.7	A	62.7	A	7.8	A
USGS	294643095035200	2018-04-02 15:15	CDT	21.5	A	317	A	7.7	A	61.8	A	7.8	A
USGS	294643095035200	2018-04-02 15:30	CDT	21.5	A	317	A	7.7	A	61.0	A	7.8	A
USGS	294643095035200	2018-04-02 15:45	CDT	21.6	A	317	A	7.7	A	59.6	A	7.8	A
USGS	294643095035200	2018-04-02 16:00	CDT	21.6	A	316	A	7.7	A	61.3	A	7.8	A
USGS	294643095035200	2018-04-02 16:15	CDT	21.6	A	316	A	7.7	A	60.5	A	7.9	A
USGS	294643095035200	2018-04-02 16:30	CDT	21.6	A	316	A	7.7	A	61.0	A	7.8	A
USGS	294643095035200	2018-04-02 16:45	CDT	21.6	A	316	A	7.7	A	62.2	A	7.8	A
USGS	294643095035200	2018-04-02 17:00	CDT	21.6	A	316	A	7.7	A	56.6	A	7.9	A
USGS	294643095035200	2018-04-02 17:15	CDT	21.7	A	316	A	7.7	A	57.8	A	7.9	A
USGS	294643095035200	2018-04-02 17:30	CDT	21.7	A	316	A	7.7	A	60.8	A	7.9	A
USGS	294643095035200	2018-04-02 17:45	CDT	21.7	A	316	A	7.7	A	59.7	A	7.9	A
USGS	294643095035200	2018-04-02 18:00	CDT	21.7	A	316	A	7.7	A	60.7	A	7.9	A
USGS	294643095035200	2018-04-02 18:15	CDT	21.8	A	316	A	7.7	A	60.9	A	7.9	A
USGS	294643095035200	2018-04-02 18:30	CDT	21.7	A	316	A	7.7	A	56.9	A	7.9	A
USGS	294643095035200	2018-04-02 18:45	CDT	21.7	A	316	A	7.7	A	59.6	A	7.9	A
USGS	294643095035200	2018-04-02 19:00	CDT	21.7	A	316	A	7.7	A	61.4	A	7.9	A
USGS	294643095035200	2018-04-02 19:15	CDT	21.7	A	316	A	7.7	A	61.3	A	7.9	A
USGS	294643095035200	2018-04-02 19:30	CDT	21.7	A	316	A	7.7	A	58.6	A	7.9	A
USGS	294643095035200	2018-04-02 19:45	CDT	21.7	A	317	A	7.7	A	61.7	A	7.9	A
USGS	294643095035200	2018-04-02 20:00	CDT	21.8	A	317	A	7.7	A	58.1	A	7.8	A
USGS	294643095035200	2018-04-02 20:15	CDT	21.8	A	317	A	7.7	A	63.7	A	7.8	A
USGS	294643095035200	2018-04-02 20:30	CDT	21.8	A	317	A	7.7	A	61.9	A	7.9	A
USGS	294643095035200	2018-04-02 20:45	CDT	21.8	A	317	A	7.7	A	61.6	A	7.8	A
USGS	294643095035200	2018-04-02 21:00	CDT	21.8	A	317	A	7.7	A	60.0	A	7.8	A
USGS	294643095035200	2018-04-02 21:15	CDT	21.8	A	317	A	7.7	A	62.8	A	7.8	A
USGS	294643095035200	2018-04-02 21:30	CDT	21.8	A	317	A	7.7	A	61.1	A	7.8	A
USGS	294643095035200	2018-04-02 21:45	CDT	21.8	A	317	A	7.7	A	60.1	A	7.8	A
USGS	294643095035200	2018-04-02 22:00	CDT	21.7	A	317	A	7.7	A	60.2	A	7.8	A
USGS	294643095035200	2018-04-02 22:15	CDT	21.7	A	317	A	7.7	A	60.0	A	7.8	A
USGS	294643095035200	2018-04-02 22:30	CDT	21.7	A	317	A	7.7	A	60.5	A	7.8	A
USGS	294643095035200	2018-04-02 22:45	CDT	21.7	A	317	A	7.7	A	61.7	A	7.8	A
USGS	294643095035200	2018-04-02 23:00	CDT	21.7	A	317	A	7.7	A	58.4	A	7.8	A
USGS	294643095035200	2018-04-02 23:15	CDT	21.7	A	317	A	7.7	A	63.0	A	7.8	A
USGS	294643095035200	2018-04-02 23:30	CDT	21.7	A	317	A	7.7	A	62.7	A	7.8	A
USGS	294643095035200	2018-04-02 23:45	CDT	21.7	A	317	A	7.7	A	63.9	A	7.8	A
USGS	294643095035200	2018-04-03 00:00	CDT	21.7	A	317	A	7.7	A	61.6	A	7.8	A
USGS	294643095035200	2018-04-03 00:15	CDT	21.7	A	316	A	7.7	A	61.5	A	7.8	A
USGS	294643095035200	2018-04-03 00:30	CDT	21.7	A	316	A	7.7	A	60.4	A	7.8	A
USGS	294643095035200	2018-04-03 00:45	CDT	21.7	A	316	A	7.7	A	60.1	A	7.8	A
USGS	294643095035200	2018-04-03 01:00	CDT	21.7	A	316	A	7.7	A	60.6	A	7.8	A
USGS	294643095035200	2018-04-03 01:15	CDT	21.6	A	316	A	7.7	A	63.2	A	7.8	A
USGS	294643095035200	2018-04-03 01:30	CDT	21.6	A	316	A	7.7	A	60.3	A	7.8	A
USGS	294643095035200	2018-04-03 01:45	CDT	21.6	A	316	A	7.7	A	60.1	A	7.8	A
USGS	294643095035200	2018-04-03 02:00	CDT	21.6	A	316	A	7.7	A	59.7	A	7.8	A
USGS	294643095035200	2018-04-03 02:15	CDT	21.6	A	316	A	7.7	A	59.8	A	7.8	A
USGS	294643095035200	2018-04-03 02:30	CDT	21.6	A	316	A	7.7	A	61.5	A	7.8	A
USGS	294643095035200	2018-04-03 02:45	CDT	21.7	A	316	A	7.7	A	57.6	A	7.8	A
USGS	294643095035200	2018-04-03 03:00	CDT	21.7	A	316	A	7.7	A	61.4	A	7.8	A
USGS	294643095035200	2018-04-03 03:15	CDT	21.7	A	316	A	7.7	A	60.7	A	7.8	A
USGS	294643095035200	2018-04-03 03:30	CDT	21.7	A	316	A	7.7	A	61.2	A	7.8	A
USGS	294643095035200	2018-04-03 03:45	CDT	21.7	A	316	A	7.7	A	59.2	A	7.8	A
USGS	294643095035200	2018-04-03 04:00	CDT	21.7	A	316	A	7.7	A	58.4	A	7.8	A
USGS	294643095035200	2018-04-03 04:15	CDT	21.7	A	316	A	7.7	A	63.2	A	7.8	A
USGS	294643095035200	2018-04-03 04:30	CDT	21.7	A	316	A	7.7	A	60.4	A	7.8	A
USGS	294643095035200	2018-04-03 04:45	CDT	21.7	A	316	A	7.7	A	60.3	A	7.8	A
USGS	294643095035200	2018-04-03 05:00	CDT	21.7	A	316	A	7.7	A	60.0	A	7.8	A
USGS	294643095035200	2018-04-03 05:15	CDT	21.7	A	316	A	7.7	A	59.4	A	7.8	A
USGS	294643095035200	2018-04-03 05:30	CDT	21.7	A	316	A	7.7	A	58.9	A	7.8	A
USGS	294643095035200	2018-04-03 05:45	CDT	21.7	A	316	A	7.7	A	58.6	A	7.8	A
USGS	294643095035200	2018-04-03 06:00	CDT	21.7	A	316	A	7.7	A	61.0	A	7.7	A
USGS	294643095035200	2018-04-03 06:15	CDT	21.7	A	316	A	7.7	A	58.9	A	7.7	A
USGS	294643095035200	2018-04-03 06:30	CDT	21.6	A	316	A	7.7	A	57.9	A	7.7	A
USGS	294643095035200	2018-04-03 06:45	CDT	21.7	A	316	A	7.7	A	59.3	A	7.7	A
USGS	294643095035200	2018-04-03 07:00	CDT	21.6	A	316	A	7.7	A	58.9	A	7.7	A
USGS	294643095035200	2018-04-03 07:15	CDT	21.6	A	316	A	7.7	A	58.6	A	7.7	A
USGS	294643095035200	2018-04-03 07:30	CDT	21.6	A	316	A	7.7	A	59.4	A	7.7	A
USGS	294643095035200	2018-04-03 07:45	CDT	21.6	A	316	A	7.7	A	58.4	A	7.7	A
USGS	294643095035200	2018-04-03 08:00	CDT	21.6	A	316	A	7.7	A	57.1	A	7.7	A
USGS	294643095035200	2018-04-03 08:15	CDT	21.6	A	316	A	7.7	A	61.0	A	7.7	A
USGS	294643095035200	2018-04-03 08:30	CDT	21.6	A	316	A	7.7	A	60.4	A	7.7	A
USGS	294643095035200	2018-04-03 08:45	CDT	21.6	A	316	A	7.7	A	70.0	A	7.7	A
USGS	294643095035200	2018-04-03 09:00	CDT	21.6	A	315	A	7.7	A	59.1	A	7.8	A
USGS	294643095035200	2018-04-03 09:15	CDT	21.6	A	315	A	7.7	A	54.5	A	7.8	A
USGS	294643095035200	2018-04-03 09:30	CDT	21.6	A	315	A	7.7	A	57.4	A	7.8	A
USGS	294643095035200	2018-04-03 09:45	CDT	21.6	A	316	A	7.7	A	58.8	A	7.8	A
USGS	294643095035200	2018-04-03 10:00	CDT	21.7	A	315	A	7.7	A	58.5	A	7.8	A
USGS	294643095035200	2018-04-03 10:15	CDT	21.7	A	315	A	7.7	A	58.0	A	7.8	A
USGS	294643095035200	2018-04-03 10:30	CDT	21.7	A	315	A	7.7	A	59.4	A	7.8	A
USGS	294643095035200	2018-04-03 10:45	CDT	21.7	A	315	A	7.7	A	59.0	A	7.8	A
USGS	294643095035200	2018-04-03 11:00	CDT	21.6	A	315	A	7.7	A	63.8	A	7.8	A
USGS	294643095035200	2018-04-03 11:15	CDT	21.8	A	315	A	7.7	A	57.5	A	7.8	A
USGS	294643095035200	2018-04-03 11:30	CDT	21.8	A	315	A	7.7	A	57.6	A	7.8	A
USGS	294643095035200	2018-04-03 11:45	CDT	21.8	A	315	A	7.7	A	58.4	A	7.8	A
USGS	294643095035200	2018-04-03 12:00	CDT	21.8	A	315	A	7.7	A	59.9	A	7.8	A
USGS	294643095035200	2018-04-03 12:15	CDT	21.8	A	315	A	7.7	A	58.6	A	7.8	A
USGS	294643095035200	2018-04-03 12:30	CDT	21.8	A	315	A	7.7	A	56.4	A	7.8	A
USGS	294643095035200	2018-04-03 12:45	CDT	21.9	A	316	A	7.7	A	59.3	A	7.8	A
USGS	294643095035200	2018-04-03 13:00	CDT	21.9	A	315	A	7.7	A	59.9	A	7.8	A
USGS	294643095035200	2018-04-03 13:15	CDT	22.0	A	316	A	7.7	A	58.5	A	7.9	A
USGS	294643095035200	2018-04-03 13:30	CDT	21.9	A	316	A	7.7	A	64.8	A	7.9	A
